GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Digital,default,CLI,6,0,0,0,2,0,1,0,1,0
Digital,de.neemann.digital.hdl.printer,CodePrinterStr,42,28,4,2,10,11,4,4,1,4
Digital,de.neemann.digital.hdl.printer,CodePrinter,17,243,6,26,3,64,6,26,0,16
Digital,de.neemann.digital.core.io,MIDIHelper,184,72,17,9,33,24,16,7,5,5
Digital,de.neemann.digital.core.io,InValue,56,67,10,8,13,18,10,7,3,5
Digital,de.neemann.digital.core.io,RotEncoder,10,50,0,0,1,9,1,4,1,4
Digital,de.neemann.digital.core.io,In.new ElementTypeDescription() {...},2,18,1,1,1,4,1,2,0,2
Digital,de.neemann.digital.core.io,DipSwitch,3,47,1,1,1,13,2,4,1,4
Digital,de.neemann.digital.core.io,CommonConnectionType,0,24,0,0,0,3,0,1,0,1
Digital,de.neemann.digital.core.io,MIDIHelper.SynthesizerMock.new MidiChannel() {...},42,0,0,0,27,0,27,0,27,0
Digital,de.neemann.digital.core.io,Out.new ElementTypeDescription() {...},2,19,1,1,1,4,1,2,0,2
Digital,de.neemann.digital.core.io,Ground,10,45,0,0,1,12,1,4,1,4
Digital,de.neemann.digital.core.io,NotConnected,10,39,0,0,1,9,1,4,1,4
Digital,de.neemann.digital.core.io,MIDIHelper.RealSynthesizer,24,25,2,2,5,9,4,3,2,3
Digital,de.neemann.digital.core.io,RGBLED,0,72,0,0,0,15,0,5,0,5
Digital,de.neemann.digital.core.io,Probe.Counter,80,0,12,0,19,0,9,0,2,0
Digital,de.neemann.digital.core.io,VDD,10,45,0,0,1,12,1,4,1,4
Digital,de.neemann.digital.core.io,ProbeMode,0,44,0,0,0,5,0,1,0,1
Digital,de.neemann.digital.core.io,MIDIHelper.SynthesizerMock,77,0,0,0,5,0,4,0,4,0
Digital,de.neemann.digital.core.io,MIDI,40,161,10,4,8,30,6,8,0,7
Digital,de.neemann.digital.core.io,ButtonLED,0,36,0,0,0,10,0,3,0,3
Digital,de.neemann.digital.core.io,Probe,22,87,1,1,2,20,2,5,1,5
Digital,de.neemann.digital.core.io,PowerSupply,0,108,2,6,0,16,2,8,0,6
Digital,de.neemann.digital.core.io,DipSwitch.new ElementTypeDescription() {...},2,18,1,1,1,4,1,2,0,2
Digital,de.neemann.digital.core.io,StepperMotorBipolar,68,83,20,0,19,12,13,3,3,3
Digital,de.neemann.digital.core.io,LightBulb,0,49,0,0,0,12,0,5,0,5
Digital,de.neemann.digital.core.io,Const,10,51,0,0,1,13,1,4,1,4
Digital,de.neemann.digital.core.io,In,3,145,1,5,1,38,2,7,1,5
Digital,de.neemann.digital.core.io,Out.SevenSegTypeDescription,157,122,4,2,10,13,3,3,0,3
Digital,de.neemann.digital.core.io,PinControl,0,148,0,2,0,25,0,7,0,6
Digital,de.neemann.digital.core.io,MIDI.new ElementTypeDescription() {...},0,86,0,2,0,13,0,3,0,2
Digital,de.neemann.digital.core.io,Button,54,85,10,2,11,19,9,4,3,4
Digital,de.neemann.digital.core.io,StepperMotorUnipolar,212,1313,48,0,34,19,31,4,7,4
Digital,de.neemann.digital.core.io,Out,7,303,1,7,1,61,1,14,0,11
Digital,de.neemann.digital.gui.components.table,BuilderExpressionCreator.new ExpressionListener() {...},6,49,1,3,2,10,1,4,0,3
Digital,de.neemann.digital.gui.components.table,AllSolutionsDialog.new WindowAdapter() {...},21,0,2,0,5,0,3,0,2,0
Digital,de.neemann.digital.gui.components.table,AllSolutionsDialog.new ToolTipAction() {...},26,0,2,0,6,0,3,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.SizeSequentialBidirectionalAction,137,0,8,0,22,0,6,0,2,0
Digital,de.neemann.digital.gui.components.table,ExpressionComponent,192,0,14,0,55,0,15,0,8,0
Digital,de.neemann.digital.gui.components.table,TableDialog.CenterDefaultTableCellRenderer,63,0,8,0,14,0,6,0,2,0
Digital,de.neemann.digital.gui.components.table,TableReorderManager.new MouseAdapter() {...},26,0,4,0,6,0,4,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog,1685,0,46,0,296,0,54,0,31,0
Digital,de.neemann.digital.gui.components.table,ReorderInputs,17,171,3,17,5,32,4,10,1,3
Digital,de.neemann.digital.gui.components.table,ExpressionListenerStore,13,70,3,5,3,17,3,7,0,6
Digital,de.neemann.digital.gui.components.table,TableDialog.SizeAction,32,0,0,0,7,0,2,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.TextExportAction,57,0,2,0,15,0,3,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.FileExportActionConfirm,35,0,4,0,7,0,4,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.HardwareToolTipAction,51,0,0,0,11,0,2,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.StringDefaultTableCellRenderer,39,0,0,0,11,0,2,0,2,0
Digital,de.neemann.digital.gui.components.table,CheckResultListener,35,68,4,8,3,19,4,7,0,4
Digital,de.neemann.digital.gui.components.table,PlainTextExpressionListener,37,0,0,0,10,0,4,0,4,0
Digital,de.neemann.digital.gui.components.table,AllSolutionsDialog,153,0,10,0,31,0,9,0,4,0
Digital,de.neemann.digital.gui.components.table,ExpressionCreator.Job,4,88,1,1,1,18,1,6,0,6
Digital,de.neemann.digital.gui.components.table,ExpressionListenerCSVCondensed.Result,15,259,4,36,3,59,4,21,0,5
Digital,de.neemann.digital.gui.components.table,ProgressDialog,87,0,0,0,17,0,5,0,5,0
Digital,de.neemann.digital.gui.components.table,TableDialog.OutputExpressionListener,108,0,5,0,22,0,7,0,4,0
Digital,de.neemann.digital.gui.components.table,ExpressionListenerJK,19,123,4,8,3,26,4,6,0,4
Digital,de.neemann.digital.gui.components.table,ReorderOutputs,19,82,3,7,5,17,4,5,1,3
Digital,de.neemann.digital.gui.components.table,TableDialog.CalculationTableModelListener,10,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},25,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},19,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},19,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},19,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},19,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},19,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},14,0,0,0,3,0,3,0,3,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},14,0,0,0,3,0,3,0,3,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},17,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},22,0,2,0,3,0,4,0,3,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},19,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},25,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},19,0,2,0,3,0,4,0,3,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},19,0,2,0,3,0,4,0,3,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},14,0,0,0,3,0,3,0,3,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new TableDialog.FileExportActionConfirm() {...},20,0,0,0,2,0,2,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},66,0,4,0,13,0,4,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new TableDialog.FileExportActionConfirm() {...},20,0,0,0,2,0,2,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new TableDialog.FileExportAction() {...},24,0,0,0,5,0,2,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},61,0,2,0,10,0,4,0,3,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new TableDialog.TextExportAction() {...},18,0,0,0,2,0,2,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new TableDialog.TextExportAction() {...},13,0,0,0,2,0,2,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},30,0,2,0,8,0,3,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},87,0,4,0,16,0,4,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},13,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},30,0,2,0,8,0,3,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},67,0,2,0,17,0,4,0,3,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},26,0,0,0,7,0,2,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},67,0,2,0,17,0,4,0,3,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new ToolTipAction() {...},26,0,0,0,7,0,2,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.new MouseAdapter() {...},43,0,4,0,6,0,4,0,2,0
Digital,de.neemann.digital.gui.components.table,TableDialog.FileExportAction,62,0,4,0,18,0,6,0,4,0
Digital,de.neemann.digital.gui.components.table,LaTeXExpressionListener,0,51,1,1,0,13,1,4,0,4
Digital,de.neemann.digital.gui.components.table,ExpressionListenerCSVCondensed,0,125,1,7,0,20,1,7,0,4
Digital,de.neemann.digital.gui.components.table,ShowStringDialog,137,0,4,0,29,0,6,0,4,0
Digital,de.neemann.digital.gui.components.table,ShowStringDialog.new ToolTipAction() {...},11,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components.table,ShowStringDialog.new ToolTipAction() {...},24,0,0,0,5,0,2,0,2,0
Digital,de.neemann.digital.gui.components.table,ExpressionListenerStore.Result,9,15,0,0,1,6,1,3,1,3
Digital,de.neemann.digital.gui.components.table,BuilderExpressionCreator,18,33,2,2,4,12,3,2,1,2
Digital,de.neemann.digital.gui.components.table,ExpressionCreator,41,262,5,19,9,49,6,14,1,7
Digital,de.neemann.digital.gui.components.table,TableDialog.SetAction,75,0,8,0,17,0,6,0,2,0
Digital,de.neemann.digital.gui.components.table,TableReorderManager,203,0,28,0,52,0,20,0,6,0
Digital,de.neemann.digital.gui.components.table,ExpressionListenerOptimizeJK,7,75,1,7,2,24,1,7,0,4
Digital,de.neemann.digital.gui.components.table,TableDialog.SizeSequentialAction,112,0,6,0,20,0,5,0,2,0
Digital,de.neemann.digital.core.switching,SwitchDT,33,164,2,10,6,30,5,12,4,7
Digital,de.neemann.digital.core.switching,FGNFET,0,56,0,4,0,14,0,5,0,3
Digital,de.neemann.digital.core.switching,RelayDT,12,105,0,4,3,21,3,9,3,7
Digital,de.neemann.digital.core.switching,PFET,0,50,0,4,0,13,0,5,0,3
Digital,de.neemann.digital.core.switching,PlainSwitchDT,4,320,5,31,1,50,6,20,1,7
Digital,de.neemann.digital.core.switching,NFET,7,148,0,8,2,33,2,15,2,11
Digital,de.neemann.digital.core.switching,PlainSwitch,6,253,5,19,2,52,7,19,2,11
Digital,de.neemann.digital.core.switching,Switch,33,246,3,17,6,44,6,16,4,8
Digital,de.neemann.digital.core.switching,PlainSwitch.RealSwitch,0,41,0,0,0,15,0,8,0,8
Digital,de.neemann.digital.core.switching,FGPFET,0,60,0,6,0,14,0,6,0,3
Digital,de.neemann.digital.core.switching,PlainSwitch.Unidirectional,0,34,0,0,0,1,0,1,0,1
Digital,de.neemann.digital.core.switching,Switch.new NodeInterface() {...},5,14,0,0,1,3,1,2,1,2
Digital,de.neemann.digital.core.switching,Relay,12,120,0,4,3,23,3,9,3,7
Digital,de.neemann.digital.core.switching,TransGate,30,147,5,9,3,25,6,10,1,8
Digital,de.neemann.digital.core.switching,PlainSwitch.SwitchModel,1,2,0,0,1,1,1,1,1,1
Digital,de.neemann.digital.core.switching,PlainSwitch.UniDirectionalSwitch,0,51,0,6,0,16,0,9,0,6
Digital,de.neemann.digital.core.switching,Fuse,4,55,0,2,2,12,1,7,1,6
Digital,de.neemann.digital.hdl.hgs.refs,ReferenceToFunc,38,40,2,4,4,10,3,4,1,3
Digital,de.neemann.digital.hdl.hgs.refs,ReferenceToStruct,36,71,2,4,4,16,4,5,2,4
Digital,de.neemann.digital.hdl.hgs.refs,Reference,5,0,0,0,1,0,1,0,1,0
Digital,de.neemann.digital.hdl.hgs.refs,ReferenceToArray,36,76,6,6,3,18,6,4,0,4
Digital,de.neemann.digital.hdl.hgs.refs,ReferenceToVar,3,31,0,0,1,10,1,5,1,5
Digital,de.neemann.digital.core.flipflops,FlipflopJKAsync,0,121,0,4,0,23,0,6,0,4
Digital,de.neemann.digital.core.flipflops,Monoflop,10,148,2,14,1,39,2,12,0,6
Digital,de.neemann.digital.core.flipflops,FlipflopRSAsync,0,150,0,12,0,37,0,11,0,5
Digital,de.neemann.digital.core.flipflops,FlipflopT.new ElementTypeDescription() {...},0,47,0,2,0,4,0,3,0,2
Digital,de.neemann.digital.core.flipflops,FlipflopBit,49,117,4,8,12,22,5,10,3,6
Digital,de.neemann.digital.core.flipflops,FlipflopJK,15,121,0,14,5,24,4,11,4,4
Digital,de.neemann.digital.core.flipflops,FlipflopD,23,235,1,7,4,55,2,18,1,15
Digital,de.neemann.digital.core.flipflops,FlipflopDAsync,0,111,0,4,0,20,0,6,0,4
Digital,de.neemann.digital.core.flipflops,FlipflopT,6,111,0,14,2,24,2,11,2,4
Digital,de.neemann.digital.core.flipflops,FlipflopRS,0,119,1,11,0,26,1,9,0,4
Digital,de.neemann.digital,StringList,15,32,0,2,5,10,3,3,3,2
Digital,de.neemann.digital,FileLocator,161,153,28,20,30,32,25,9,4,6
Digital,de.neemann.digital,XStreamValid,0,335,3,3,0,50,3,3,0,3
Digital,de.neemann.digital.draw.elements,ElementOrder.SwapModification,40,0,0,0,11,0,3,0,3,0
Digital,de.neemann.digital.draw.elements,Circuit,612,802,102,60,126,168,71,53,16,27
Digital,de.neemann.digital.draw.elements,WireMerger.OrientationHandlerVertical,0,27,0,0,0,4,0,4,0,4
Digital,de.neemann.digital.draw.elements,Wire.new Movable() {...},19,0,0,0,4,0,3,0,3,0
Digital,de.neemann.digital.draw.elements,Wire.new Movable() {...},19,0,0,0,4,0,3,0,3,0
Digital,de.neemann.digital.draw.elements,DotCreator.Dot,3,22,0,0,1,8,1,3,1,3
Digital,de.neemann.digital.draw.elements,WireMerger,5,120,1,10,1,25,1,9,0,4
Digital,de.neemann.digital.draw.elements,PinException,3,28,0,0,1,10,1,3,1,3
Digital,de.neemann.digital.draw.elements,Circuit.TestCase,33,42,6,2,6,11,6,6,3,5
Digital,de.neemann.digital.draw.elements,Pin,3,45,1,1,1,14,1,8,0,8
Digital,de.neemann.digital.draw.elements,Pins,13,85,1,5,1,20,1,9,0,7
Digital,de.neemann.digital.draw.elements,Tunnel,3,29,0,0,1,11,1,5,1,5
Digital,de.neemann.digital.draw.elements,WireMerger.SimpleWire,0,62,0,10,0,14,0,8,0,3
Digital,de.neemann.digital.draw.elements,Wire.Orientation,0,34,0,0,0,1,0,1,0,1
Digital,de.neemann.digital.draw.elements,Wire,396,483,81,65,48,75,60,38,12,12
Digital,de.neemann.digital.draw.elements,WireMerger.OrientationHandlerHorizontal,0,27,0,0,0,4,0,4,0,4
Digital,de.neemann.digital.draw.elements,ElementOrder,149,0,8,0,24,0,9,0,5,0
Digital,de.neemann.digital.draw.elements,IOState,15,26,0,0,3,9,3,5,3,5
Digital,de.neemann.digital.draw.elements,WireConsistencyChecker,2,148,3,10,1,37,3,8,0,4
Digital,de.neemann.digital.draw.elements,ElementOrder.Entry,9,0,0,0,4,0,1,0,1,0
Digital,de.neemann.digital.draw.elements,VisualElement,432,404,38,34,69,92,35,38,12,25
Digital,de.neemann.digital.draw.elements,DotCreator,0,117,0,12,0,24,0,9,0,3
Digital,de.neemann.digital.draw.elements,Circuit.new ObservableValue() {...},15,8,0,0,3,1,3,1,3,1
Digital,de.neemann.digital.draw.elements,WireMerger.WireContainer,0,114,0,12,0,26,0,11,0,5
Digital,de.neemann.digital.draw.elements,Circuit.RectContainer,15,0,0,0,6,0,3,0,3,0
Digital,de.neemann.digital.lang,Lang.InstanceHolder,0,6,0,0,0,1,0,1,0,1
Digital,de.neemann.digital.lang,Lang,80,228,7,31,11,59,7,26,1,13
Digital,de.neemann.digital.hdl.verilog2,VerilogGenerator,101,229,9,23,16,43,8,17,2,7
Digital,de.neemann.digital.hdl.verilog2,VerilogRenaming,5,639,2,36,2,27,2,25,0,7
Digital,de.neemann.digital.hdl.verilog2,VerilogTestBenchCreator.LineListenerVerilog,10,255,2,25,4,51,2,18,0,6
Digital,de.neemann.digital.hdl.verilog2,VerilogTestBenchCreator,71,735,10,37,10,126,10,20,0,6
Digital,de.neemann.digital.hdl.verilog2,VerilogCreator,157,847,19,83,24,157,17,52,2,15
Digital,de.neemann.digital.hdl.verilog2,VerilogLibrary,53,58,3,3,10,18,4,4,2,3
Digital,de.neemann.digital.analyse.parser,Tokenizer,0,276,3,60,0,80,3,46,0,11
Digital,de.neemann.digital.analyse.parser,Tokenizer.Token,0,154,0,0,0,1,0,1,0,1
Digital,de.neemann.digital.analyse.parser,Parser,0,311,2,43,0,60,2,33,0,10
Digital,de.neemann.digital.analyse.parser,ParseException,0,4,0,0,0,2,0,1,0,1
Digital,de.neemann.digital.draw.graphics.text.text,Decorate.Style,0,34,0,0,0,4,0,1,0,1
Digital,de.neemann.digital.draw.graphics.text.text,ExpressionToText,17,211,1,23,4,45,2,16,1,5
Digital,de.neemann.digital.draw.graphics.text.text,Blank,2,7,0,0,1,2,1,2,1,2
Digital,de.neemann.digital.draw.graphics.text.text,Simple,2,19,1,1,1,7,1,4,0,4
Digital,de.neemann.digital.draw.graphics.text.text,Index,29,75,7,5,7,18,5,10,1,8
Digital,de.neemann.digital.draw.graphics.text.text,Decorate,19,41,5,1,6,9,4,5,1,5
Digital,de.neemann.digital.draw.graphics.text.text,Sentence,7,113,3,9,2,24,3,11,0,8
Digital,de.neemann.digital.draw.graphics.text.text,Character,2,19,0,0,1,5,1,3,1,3
Digital,de.neemann.digital.gui.state,State.new ToolTipAction() {...},12,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.state,State,76,0,6,0,21,0,12,0,9,0
Digital,de.neemann.digital.gui.state,StateManager,30,0,4,0,11,0,7,0,5,0
Digital,de.neemann.digital.builder.ATF150x,PL,24,72,2,6,2,12,2,7,1,4
Digital,de.neemann.digital.builder.ATF150x,ATFDialog.1.new WindowAdapter() {...},30,0,2,0,8,0,4,0,3,0
Digital,de.neemann.digital.builder.ATF150x,ATFDevice,86,1704,0,0,13,54,5,5,5,5
Digital,de.neemann.digital.builder.ATF150x,ATFDialog.1.new OSExecute.ProcessCallback() {...},56,0,0,0,12,0,5,0,5,0
Digital,de.neemann.digital.builder.ATF150x,CreateCHN,60,0,0,0,12,0,4,0,4,0
Digital,de.neemann.digital.builder.ATF150x,ATF150xCuplExporter,11,42,0,0,2,11,1,3,1,3
Digital,de.neemann.digital.builder.ATF150x,ATFDialog,149,0,6,0,32,0,7,0,4,0
Digital,de.neemann.digital.builder.ATF150x,ATFDialog.new ToolTipAction() {...},11,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.builder.ATF150x,ATFDialog.new ToolTipAction() {...},73,0,2,0,15,0,3,0,2,0
Digital,de.neemann.digital.toolchain,Configuration,226,703,31,66,33,151,32,45,5,23
Digital,de.neemann.digital.toolchain,Configuration.ExecuteAction,24,0,0,0,7,0,2,0,2,0
Digital,de.neemann.digital.toolchain,Command,12,24,3,3,4,5,6,4,3,4
Digital,de.neemann.digital.toolchain,Configuration.Port,19,32,2,4,2,8,2,5,0,2
Digital,de.neemann.digital.toolchain,Configuration.PortsArray,0,20,0,0,0,5,0,3,0,3
Digital,de.neemann.digital.toolchain,ConfigCache,5,55,1,3,1,13,1,4,0,3
Digital,de.neemann.digital.toolchain,Configuration.DefaultIOInterface,69,0,4,0,13,0,5,0,3,0
Digital,de.neemann.digital.toolchain,FileToCreate,18,37,3,5,4,11,4,9,1,8
Digital,de.neemann.digital.toolchain,Configuration.ModelAccess,14,30,1,2,1,6,1,3,0,2
Digital,de.neemann.digital.hdl.model2.clock,ClockInfo,0,15,0,0,0,6,0,3,0,3
Digital,de.neemann.digital.hdl.model2.clock,ClockIntegratorGeneric,2,81,0,6,1,17,1,7,1,4
Digital,de.neemann.digital.gui.remote,RemoteSever,65,0,2,0,20,0,4,0,3,0
Digital,de.neemann.digital.gui.remote,RemoteException,4,0,0,0,2,0,1,0,1,0
Digital,de.neemann.digital.gui.remote,DigitalHandler,107,0,11,0,26,0,11,0,3,0
Digital,de.neemann.digital.core.extern,ApplicationVerilogStdIO,138,276,12,32,25,67,14,18,2,6
Digital,de.neemann.digital.core.extern,ApplicationIVerilog,334,0,32,0,80,0,22,0,6,0
Digital,de.neemann.digital.core.extern,ApplicationVerilogStdIO.ParseException,4,0,0,0,2,0,1,0,1,0
Digital,de.neemann.digital.core.extern,Application.Type,0,34,0,0,0,4,0,1,0,1
Digital,de.neemann.digital.core.extern,ApplicationVHDLStdIO.ParseException,4,0,0,0,2,0,1,0,1,0
Digital,de.neemann.digital.core.extern,ApplicationIVerilog.IVerilogProcessInterface,45,0,6,0,12,0,6,0,3,0
Digital,de.neemann.digital.core.extern,External,166,71,8,0,34,19,11,2,7,2
Digital,de.neemann.digital.core.extern,VHDLTokenizer.TokenizerException,0,4,0,0,0,2,0,1,0,1
Digital,de.neemann.digital.core.extern,Options,28,139,3,27,5,33,7,18,4,5
Digital,de.neemann.digital.core.extern,Application,49,9,7,1,13,2,10,1,5,1
Digital,de.neemann.digital.core.extern,ProcessStarter.CouldNotStartProcessException,0,5,0,0,0,2,0,1,0,1
Digital,de.neemann.digital.core.extern,VerilogTokenizer.TokenizerException,4,0,0,0,2,0,1,0,1,0
Digital,de.neemann.digital.core.extern,VHDLTokenizer.Token,0,84,0,0,0,1,0,1,0,1
Digital,de.neemann.digital.core.extern,VHDLTokenizer,73,300,15,56,11,81,13,40,1,14
Digital,de.neemann.digital.core.extern,VerilogTokenizer,119,185,43,38,34,49,29,29,1,8
Digital,de.neemann.digital.core.extern,ApplicationGHDL,214,0,12,0,61,0,12,0,6,0
Digital,de.neemann.digital.core.extern,ExternalFile.new ElementTypeDescription() {...},0,25,0,0,0,3,0,3,0,3
Digital,de.neemann.digital.core.extern,ApplicationGHDL.GHDLProcessInterface,41,0,4,0,12,0,5,0,3,0
Digital,de.neemann.digital.core.extern,ApplicationVHDLStdIO,92,224,6,17,13,57,7,13,1,6
Digital,de.neemann.digital.core.extern,ApplicationGeneric,61,0,4,0,12,0,6,0,4,0
Digital,de.neemann.digital.core.extern,External.new ElementTypeDescription() {...},0,25,0,0,0,3,0,3,0,3
Digital,de.neemann.digital.core.extern,VerilogTokenizer.Token,0,194,0,0,0,3,0,1,0,1
Digital,de.neemann.digital.core.extern,ProcessStarter.ReaderThread,38,0,2,0,12,0,4,0,3,0
Digital,de.neemann.digital.core.extern,PortDefinition,31,148,2,10,6,26,4,13,3,8
Digital,de.neemann.digital.core.extern,ExternalFile,31,32,0,0,7,13,1,2,1,2
Digital,de.neemann.digital.core.extern,Port,5,86,1,6,3,23,1,9,0,6
Digital,de.neemann.digital.core.extern,ProcessStarter,106,80,12,12,20,17,7,9,1,3
Digital,de.neemann.digital.core.element,PinDescription.Direction,20,34,8,0,1,2,5,1,1,1
Digital,de.neemann.digital.core.element,ElementTypeDescription,35,237,4,14,7,49,4,26,1,20
Digital,de.neemann.digital.core.element,Keys,32,1565,9,3,1,343,10,4,4,4
Digital,de.neemann.digital.core.element,ImmutableList.new Iterator() {...},4,39,1,3,1,5,1,4,0,3
Digital,de.neemann.digital.core.element,Key.KeyInteger,9,26,0,0,3,10,3,4,3,4
Digital,de.neemann.digital.core.element,Element,0,2,0,0,0,2,0,2,0,2
Digital,de.neemann.digital.core.element,PinInfo,5,131,1,5,2,35,2,19,1,17
Digital,de.neemann.digital.core.element,Key.LongString,9,43,0,0,3,13,3,5,3,5
Digital,de.neemann.digital.core.element,Rotation,7,31,3,5,1,8,4,4,1,3
Digital,de.neemann.digital.core.element,ElementAttributes,204,290,46,48,46,69,36,38,10,17
Digital,de.neemann.digital.core.element,PinDescription.PullResistor,0,44,0,0,0,2,0,1,0,1
Digital,de.neemann.digital.core.element,PinDescriptions,12,29,1,3,1,9,1,4,0,3
Digital,de.neemann.digital.core.element,PinDescription,0,2,0,0,0,1,0,1,0,1
Digital,de.neemann.digital.core.element,Key,45,147,4,6,13,45,14,21,10,20
Digital,de.neemann.digital.core.element,Key.KeyFile,3,14,0,0,1,5,1,2,1,2
Digital,de.neemann.digital.core.element,ImmutableList,72,74,0,2,18,17,18,10,18,9
Digital,de.neemann.digital.core.element,Key.KeyBits,0,89,0,0,0,6,0,1,0,1
Digital,de.neemann.digital.core.element,Keys.InstanceHolder,18,62,2,8,3,10,2,5,0,2
Digital,de.neemann.digital.core.element,Key.KeyEnum,3,84,0,6,1,16,1,8,1,5
Digital,de.neemann.digital.builder.tt2,OSExecute,185,0,12,0,45,0,15,0,9,0
Digital,de.neemann.digital.builder.tt2,TT2Exporter,51,922,6,72,7,158,7,51,1,18
Digital,de.neemann.digital.builder.tt2,OSExecute.WaitThread,33,0,4,0,13,0,4,0,2,0
Digital,de.neemann.digital.builder.tt2,TT2Exporter.ProdInput,16,43,3,5,3,11,2,5,0,3
Digital,de.neemann.digital.builder.tt2,TT2Exporter.StateSet,27,91,6,9,5,23,5,11,2,6
Digital,de.neemann.digital.builder.tt2,RotationByteArrayOutputStream,6,115,1,7,1,21,1,8,0,5
Digital,de.neemann.digital.builder.tt2,StartATF150xFitter,113,0,4,0,25,0,8,0,6,0
Digital,de.neemann.digital.builder.tt2,OSExecute.StreamReader,60,0,2,0,17,0,5,0,4,0
Digital,de.neemann.digital.gui.components.tree,LibraryTreeModel,208,0,16,0,46,0,23,0,15,0
Digital,de.neemann.digital.gui.components.tree,LibraryTreeModel.Container,91,0,12,0,20,0,11,0,5,0
Digital,de.neemann.digital.gui.components.tree,SelectTree,125,0,20,0,26,0,13,0,3,0
Digital,de.neemann.digital.gui.components.tree,SelectTree.new MouseAdapter() {...},87,0,8,0,13,0,6,0,2,0
Digital,de.neemann.digital.gui.components.tree,SelectTree.MyCellRenderer,33,0,2,0,6,0,3,0,2,0
Digital,de.neemann.digital.analyse.expression.modify,NAnd,0,47,0,6,0,9,0,5,0,2
Digital,de.neemann.digital.analyse.expression.modify,TwoInputs.Twoer,66,0,4,0,11,0,5,0,3,0
Digital,de.neemann.digital.analyse.expression.modify,TwoInputs,78,0,8,0,11,0,8,0,4,0
Digital,de.neemann.digital.analyse.expression.modify,ThreeInputs.Three,105,0,4,0,15,0,5,0,3,0
Digital,de.neemann.digital.analyse.expression.modify,ExpressionModifier,0,34,0,2,0,6,0,5,0,4
Digital,de.neemann.digital.analyse.expression.modify,NOr,0,47,0,6,0,9,0,5,0,2
